Id User,Username,Verified,Followers,Following,Tweet Count,Location
1392467379477753856,plsinghs,False,425,417,27499,hstan
1224500061679210496,Trilok_022,False,1004,494,2736,
532961155,tariontaylor,False,488,1215,5119,🌐
1311413710506921984,onlyoliana,False,286,218,1493,
3307436402,imissyouraccent,False,2545,192,75272,s.
1370154829134372866,95iLHZ,False,1245,1204,38557,larrie (no stunt)
1432417938364055554,goldentalk_,False,158,229,1364,she/her
1480651064344985615,Copacabanagirly,False,171,346,1446,En la marea de tu 💙
1251396682325151744,randi_albertson,False,45,518,726,crying over one direction
1495271136782860288,savvyforplants,False,0,2,3,
1508855930196217857,hsweetangel,False,691,699,945,princess park
1500615948843237376,ann4ly_,False,394,948,4190,방탄 : ρavᥱd tɦe ᥕay!!
1319674043239366656,swtchristyyy,False,125,522,7800,all black lives matter 
1516447581836091392,hfelinlou,False,242,492,5240,{she/they}
274582020,UnicornSamuel,False,3019,2808,73996,"State College, PA"
113774433,daylightharryxx,False,12546,3543,84736,"Miami, FL"
746231273710981120,Makasihye,False,81,154,2110,
789202016,lunetgirl,False,2702,561,165551,
2525187494,iwantharryatall,False,69,296,1090,
1286448382853165057,HsLtlov,False,707,334,32321,In my world because I don't want to be in this.(she.her)
1034562480163282945,CidneyHaughian,False,6,41,192,
1389713959255687176,marinersswiftie,False,1702,1157,20913,she/her
1061666038075387904,annickee_,False,125,251,1795,"sd, ca"
1370870471663755264,niall_potato_07,False,106,226,2180,
1217272796591554562,eroda_hbw_walls,False,323,440,3083,Its search and rescues problem
1240398355081105410,surfsupcaI,False,3289,2457,71077,birks ♡︎ she/her • afi/4
2768257071,beebumb1e,False,70,318,221,
1483175148958064647,YuyaBxk,False,15,56,182,
1306690382261084166,Aly__Mac,False,2,31,9,
1502115814689972225,ts_forevermore,False,32,53,269,probably at a record store 
972602084527955968,kennawrites,False,239,242,8731,
1309768902981935105,PsicoBrnrr,False,117,126,1345,
2760049779,_paullacarolina,False,223,316,17326,"Belém, Brasil"
393068269,PaitonF,False,405,720,8861,Catawba land
1402256024891969541,Albert00613058,False,8,26,1300,
1456276043388502019,Tucker906099101,False,4,8,989,
1409665166120267776,DIRTYHANDSBITCH,False,393,437,696,
1434588567263752201,hsloutfits,False,4743,17,1455,she/her ☆ turn notifs on 
2684654995,lemonvol6,False,623,55,689,"England, United Kingdom"
120943361,tefii_mc,False,482,481,5750,"Cuenca, Ecuador"
1508517626221314056,micahzowski,False,11,53,144,
1290772406290788353,nialromo5502,False,1388,1972,2235,"Santiago, Chile"
1405344853890842624,Agus19941991,False,164,246,423,
2982110218,AnglophileDana,False,64,78,1454,"Virginia, USA"
23901005,jasminaminta,False,983,1472,20439,"Yokuts Land / Fresno, Ca"
1229921670753705986,evanswstan,False,480,651,3188,México
967872953751830528,hbwsunflower28_,False,52,97,1783,
1389469574278516738,bacchnation,False,5,251,2544,
1342613588394057729,babyhoneyaud,False,47,121,325,
1418726858334613506,juljfjdka,False,18,72,279,
2348898999,levanagh,False,270,200,5834,She/Her
1167880628,AmeliaBriceno,False,485,349,8096,she/her
1521716756833882113,GalleryShopInfo,False,2,58,33,México
297224818,jcroaj,False,8555,344,5824,México
1017845240701464576,b0kuh0e_,False,85,281,7109,somewhere miserable 
1322010132381925376,GracieAbramsBRA,False,5441,123,6539,
1484203814743801859,harlowashcroft,False,85,78,226,"Buffalo, NY"
1099809229714718721,asapdianaaa,False,310,405,9977,"they/she, 18, nyc"
1425995325937012736,Fer_Romart,False,43,89,1274,🇲🇽
269429763,icecoldratboy,False,571,662,67621,ohio
1371179576748089347,domluv_jy,False,28,73,2723,
1461346429964734475,iamtheblondiee,False,67,99,375,
1392907569719615491,Chrisbarnett_91,False,57,354,11149,
727506415414288384,julskaminski,False,48,108,1022,
887789080708296704,nowthisisphotos,False,728,1286,33272,•20• they/them •🏳️‍⚧️•💗💜💙•
1133527280649740288,seaweednicks,False,282,292,10822, she/her 
779346702,Starfish994,False,357,250,38490,
359418588,Daalighierii,False,624,645,19283,Lima-Perú
1196738889572081675,kete57,False,41,56,1305,
1502574294836314115,aisnsbot,False,1,0,469,Worldwide + Metaverse
1488539124,HESNOODLES,False,4028,2693,32608,
3066865186,daniielaa65,False,47,226,1348,"Jalisco, México"
1511471251818225666,timmy_ofcc,False,16,40,10,rockstar 
1322077675,chaotic__aries,False,340,384,5333,Bay Area. 
448629770,zocamp44,False,509,448,7516,"Scarborough, ME"
1289738700520382468,CJossin,False,36,170,564,- 17y
1418604238096195584,28fearlss,False,96,94,32192,
1404287990323716097,cowboylikechain,False,68,105,448,"they/she , minor"
1119268998334513153,katiehurst23,False,36,249,273,Kentucky
1008841503316246528,feverdreamcam,False,425,1173,20439,she/her | 20
1340181416,markaicore,False,7370,877,38102,
1484202507299483651,MGB19901221,False,4,33,38,Germania
1511132275378819072,MetaMissBlog,False,2,48,68,
1455251747480297473,SLFLblog,False,11,114,325,"Los Angeles, CA"
1526702576628125698,AlexaFer1802,False,12,100,37,
1329435347093254144,Myles38117742,False,41,28,2627,
1236870493,sakyxs,False,287,213,5795,
1227051951768162304,lovelyykiera,False,10,61,49,the astronomy tower🪐
1475303404314447877,hogwartsrry,False,173,233,2323,
2289146814,linders98,False,673,629,7629,
1328080425533706243,katycedeno_,False,10,98,196,
850250198,storyofhobi,False,2559,326,98594,THEY!SHE 21
365819147,ana_jara,False,2712,4102,25085,Medellín
754436726,goldencharryy,False,68700,7027,106675,
1092170338463637504,Multi__Mixer,False,304,290,6068,England
1454092709770240006,imcutecherry,False,280,208,751,i don’t know. 
1300284356230029312,raydoestheatre,False,28,249,309,she/they/he
196735505,JulyCarbajo,False,61,334,2803,Estación Chapadmalal
52487821,adridiaz89,False,5083,412,23127,Costa Rica
3208403529,_Hidden_xL,False,322,104,10790,
62911603,AskAmex,True,110492,7,655298,USA - Community Guidelines
3070338144,TheHutchGal,False,1430,4541,57160,"Cornville Nowhere, Midwest USA"
741374893615394816,thinkingofjs,False,165,259,3176,nyc
211192827,LisbethDzR,False,389,1121,5285,FL | NY | DR | TX
1428795056052441092,jessiey_ayittey,False,16,134,75,Ghana
24014807,_flyflypizzapie,False,162,932,3229,California
127516512,STYLINS0NHOME,False,3464,966,44633,Princess Park
1475658523514007552,kaitlinsmells,False,3,21,13,
2546965496,ashelynetea,False,56,161,4397,
1484709239902052353,BramOlvis,False,50,51,2092,
1196876890461679616,l9ihll,False,106,295,6907,
1048461926366236672,adored_ash,False,1267,352,7034,"Los Angeles, CA"
1190280120457736195,Aya_samiirr,False,46,180,655,
1260439636507312129,pamlvsharry,False,486,918,9650,buzzing 
